,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1057,Capture fisheries production (metric tons),1116557.01,911641.0,919532.0,985873.0,1255504.0,1258353.0,1286639.01,1311378.0,1427129.0,1495679.0,1636829.0,1716303.0,1485142.0,1787620.0,2064670.0,2053375.0,1938973.0,2049754.99,2014855.01,2015210.01,2080157.0,2041720.0,1916381.0,2003865.5,2302519.1,2206097.6,2321272.89,2206075.0,2307632.0,2713689.0,2862586.0,2907233.0,2929102.01,3150212.0,3347607.0,3357739.99,3542948.0,3620948.0,3473492.0,3552149.0,3726427.0,3817092.0,3783853.0,3757899.0,3426509.0,3725361.99,3877337.0,3890293.0,4128727.0,4094756.0,4715816.0,4336132.0,4895142.41,4665438.43,4999493.43,4862038.51,5196946.01,5550953.01,5336183.0,5477100.01,4658197.01,5024904.99,0.0
1058,Population in urban agglomerations of more than 1 million (% of total population),7.6294397685733815,7.707028468532033,7.79080174975004,7.876721264925286,7.965644919356805,8.06119226981743,8.166178455764264,8.275561324297863,8.384596467775234,8.492511488825343,8.602824049732577,8.716051692271037,8.834283863656221,8.95265443262352,9.074011671920273,9.200472131139465,9.33360418062773,9.469526616597413,9.609293116629267,9.75196692687049,9.89548438099289,10.023711527551296,10.123438163824595,10.226131184126556,10.331703036793172,10.440745080343552,10.554657753722813,10.674307927895873,10.800628435345342,10.931052547853358,11.06868727243616,11.198626268603363,11.303565710482319,11.413305334855057,11.529472235462585,11.652009425581998,11.782960548728798,11.920099925052021,12.065103815322578,12.218517962710264,12.379802010350417,12.515151439574451,12.596827506115037,12.687753734652112,12.788442689672394,12.900039754686452,13.025614915914513,13.162247299291947,13.308885697293793,13.462721181037407,13.623015439730542,13.789829977507114,13.965248760851633,14.150314226996313,14.348607757498321,14.559968089901862,14.77755018962058,15.005570317577737,15.25033388049393,15.485327815631422,15.732756536647734,16.00542641674366,16.29690989077169
1059,Population living in slums (% of urban population),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.29477,0.0,54.59656,0.0,53.89834,0.0,53.20013,0.0,52.50192,0.0,51.8037,0.0,51.10549,0.0,50.40728,0.0,49.70906,0.0,49.01085,0.0,49.01085,0.0,0.0
1060,Population density (people per sq. km of land area),0.0,153.4889717777875,157.0784890975686,160.74775544112552,164.4897598202604,168.20800083412092,171.86678853352797,175.56465244400795,179.41399944167713,183.4106363871801,187.50947669001982,191.71300118727697,196.03118973224045,200.49424456560126,205.07332225656617,209.71556442743315,214.3998358665272,219.18734692367457,224.0918878376424,229.13045684937728,234.37062044470753,239.76580642340383,245.24818999122155,250.85061701404888,256.5914576599545,262.42590752693235,268.3578893377147,274.3572139688348,280.4158768864418,286.56516166138056,292.7670835029043,298.9858555961778,305.2526239493608,311.5681463344085,317.92854072561795,324.32475859262274,330.71590379356854,337.1245127287526,343.5483692599531,349.96083465906986,356.39621921236113,362.9000861028054,369.40560105475936,375.8303784823708,382.1701885853242,388.350126631665,394.31512550492903,400.139852818017,405.8720788109741,411.5580100834457,417.2668480655458,422.9871589101268,428.6598619664401,434.2581748895967,439.6780928901281,444.9317080307683,450.2357198833576,455.4689340405423,460.4493173998298,465.1946394276854,469.6595666607247,473.41873274160076,0.0
1061,CO2 emissions from transport (% of total fuel combustion),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26385282581073,23.470038249043775,22.82614476413338,22.662011997246537,22.01906691843596,20.333505687693894,20.553159096675973,21.616320125539428,21.047347496084495,20.902984504999623,19.269748715812856,15.475454634178082,15.060938452163317,13.815643079661772,13.999095287512306,13.127375499463993,12.876681360913302,12.663297211633187,12.89429112284547,12.1849135574367,11.745171720702615,11.552988970773386,11.058728881737732,10.798043368940768,11.065735925842189,11.31576104569515,10.983776585528252,11.178144994710062,10.894396300016352,10.67562104128296,10.482534632465036,10.444012142460132,10.430251818925209,10.504050492574908,10.61894440430538,10.396968854282536,11.20669207292968,12.032969891562056,11.714593508562062,11.994279477625982,12.375137408593414,12.23893765775425,12.041825464517451,11.478607891388197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.087564222971109,14.035274118147045,14.18390682337925,12.503687678237782,12.20927554921015,12.336263357462943,12.6025543432293,13.587027592519943,13.698245050399581,12.617357453629497,12.998056365403304,12.277562705358012,12.349177330895795,12.93669336893636,11.790532449908198,10.51310788422181,10.331185712670962,10.832226838565981,10.385573378499553,10.75017439339379,10.502490605610419,9.98170189192365,9.674979887369267,9.898968349511605,9.567883789283293,9.399643513017176,9.682830326388977,9.203234419870016,8.981336572376257,8.569920488747137,8.31289631249862,8.393903116849803,8.450925712368692,8.029992122691512,7.806739658015155,7.464891546162403,6.926105725896993,6.596951251235626,6.272677404217915,6.208523076537078,6.173230416288296,5.7014898702227,5.704306705677856,5.490005793025593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,"Bird species, threatened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0
1064,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.6288509562629,0.0,0.0,0.0,0.0,94.8949865578172,0.0,0.0,0.0,0.0,95.3178584404272,0.0,0.0,0.0,0.0,95.7371617329771,0.0,0.0,0.0,0.0,96.0181024318068,96.2561659139301,95.3647306390659,95.3651760087435,95.2323733359172,94.2948066111285,93.6286819246882,93.7299726265532,0.0,0.0,0.0,0.0,0.0
1065,Nitrous oxide emissions (% change from 1990),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66775606296565,6.64202730070993,8.67642005366558,13.5699297375944,17.5928363054112,19.789176226302,24.4103368354865,26.2913732973613,24.2935374671902,22.4656913279668,19.4250692753687,15.6123650135626,20.1415849619442,23.3531106285597,23.5786668421399,25.6792276253354,27.8680733770554,29.6853180086713,33.5872211620715,38.053014849422,39.7096510276151,41.3662872058082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,Agricultural nitrous oxide emissions (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5813448864305,72.22300771437224,71.17486559557474,69.89978620510648,70.32077408740084,69.90987168941196,70.30202106987674,70.84383516538438,71.15303094531583,71.44684528717433,71.75974800989383,71.702032259643,71.34055325869723,71.6135923693604,71.86098526427836,72.25818477097407,72.28627416523804,70.89939649628492,71.74566762153476,71.23590133754132,94.9989252704736,94.93142101232334,94.87856031391651,94.79806993191883,94.79319355044294,93.79335976214074,92.90919952210275,92.10359712230216,91.29535416783139,90.47384817183145,89.33451347015544,89.0054054054054,88.05136795086543,87.95665468590741,87.80601659751038,87.8522693562741,87.88866836782913,87.89514263685429,87.65184888532906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,Energy related methane emissions (% of total),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.777407657870972,10.770739487030905,11.065776194889573,11.001666609718438,11.406210340789153,11.806917232064993,11.852853824588614,11.664057956425845,11.403357152343442,11.466386028432272,11.74871258653744,12.140345352440665,12.290391314808701,12.336333002704453,12.681049750927617,12.723065049269733,13.887536875318718,15.292049484338108,16.474952756677965,17.373774183254532,12.6583004935532,12.814788186101072,12.99056833736476,13.142857142857142,13.311270454127596,13.200602005476073,13.054178407104896,12.968314947309063,12.816781860070328,12.727334941572996,12.696715049656227,13.13939801580629,13.827855918831332,14.176872566874405,14.543625931543891,14.73850264797257,14.930863884308005,15.048679585679182,15.27404104850488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,HFC gas emissions (thousand metric tons of CO2 equivalent),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8107.2,0.0,0.0,0.0,0.0,9845.2,0.0,0.0,13553.7,0.0,13425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32705.08874999998,33387.36289062498,33845.29960937498,34013.376953124985,34224.14140624998,34717.484375000044,35501.941406249985,36707.189843750035,47625.47812499995,48598.647656249974,48146.63125000002,48547.38,48952.689062499994,50852.991875000065,56310.10312500008,51005.39093750005,47749.10312500011,14128.505000000121,47484.76015624989,49286.697187500016,-91331.625,-89508.0703125,-102978.8203125,-109477.9921875,-119752.8828125,-125335.2578125,-135534.0,-132500.3359375,-128027.171875,-134053.71875,-116691.15625,-120522.7265625,-121031.4765625,-126567.28125,-114430.703125,-116803.890625,-135049.1953125,-97510.390625,-105233.203125,-161638.90625,-166579.09375,-185113.890625,-165148.390625,-176528.203125,-176513.421875,-254017.203125,-333368.109375,0.0,0.0,0.0,0.0,0.0,0.0
1070,CO2 emissions (kg per PPP $ of GDP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376421722848751,0.554473280051989,0.5300823955381868,0.5141020937582282,0.49696217040608026,0.4867552170401868,0.46626278954711126,0.4662407383802525,0.4432090921286547,0.43276757498253987,0.42404534450360937,0.4022316761166514,0.39431584857794194,0.3680786847260082,0.3563992843752895,0.33517494076853316,0.3217353063634155,0.32007835997260353,0.32462641601716946,0.3285455970023399,0.31740201171956184,0.3126779908529344,0.3103191566898805,0.3045039061859975,0.31663472047653457,0.30140837804921505,0.2838071132627585,0.2789443928627651,0.2724362561055198,0.25407259979036295,0.24181511690941518,0.0,0.0
1071,CO2 emissions (kt),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563575.4,607224.0,626293.3,651351.1,685903.0,737856.4,774070.2,819268.8,836269.9,901325.2,937858.4,953537.3,985453.3,1011770.9,1085666.9,1136466.4,1215205.2,1336737.1,1424383.0,1564881.1,1659983.0,1756744.0,1909442.0,1972429.4,2147107.0,2158023.2,2195248.5,2308804.4,2458175.9,2423951.4,2200836.3,0.0,0.0
1072,CO2 intensity (kg per kg of oil equivalent energy use),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.356024116776935,1.4024950269814138,1.4042799306138216,1.3973049831053928,1.4669796824014854,1.4751295120113392,1.5170358843744773,1.518049879919031,1.5223558440316483,1.569963127219699,1.6124518803548598,1.6018661069959899,1.6803228694898422,1.6536657305909863,1.727470145107298,1.7893215559970452,1.8399836737214064,1.8846301086414166,1.9753012721968954,1.8398933856231854,1.9068076174688104,1.9090128654279175,1.9300867881463828,1.9597933809452073,1.9965046271345226,2.0303269448507346,2.0653909544489952,2.0620331147594926,2.0988487245164973,2.1324083052237666,2.132931138624082,2.1440903582506134,2.154075549891825,2.188831400352478,2.2042570982754177,2.235044585011748,2.3278038627066127,2.3644342290801372,2.3650717825288474,2.402218969407398,2.4365556634379355,2.5165765372376785,2.534788993337654,2.5909527106152663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.07749770115333,199.05659215746385,195.60613030329665,191.20446594839814,186.15028772565006,182.98450365430054,175.3467999239825,175.20751161318873,168.96352620051687,164.17848553264963,161.82772035147866,156.59331311715187,155.36369180310803,147.49120393330833,143.9327924415978,138.5899217199813,134.99102165958564,132.47010456369847,134.8245013155691,137.65853782311635,132.62245924499757,131.3657063073402,130.7294299888464,125.72194704748759,124.41234667240755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,"Net bilateral aid flows from DAC donors, United States (current US$)",524000000.0,376000000.0,535000000.0,740000000.0,861000000.0,857369995.117188,734270019.53125,828580017.089844,592169982.910156,498000000.0,418000000.0,454000000.0,104000000.0,84000000.0,91000000.0,225000000.0,135000000.0,64000000.0,83000000.0,94000000.0,83000000.0,183000000.0,39000000.0,58000000.0,65000000.0,29000000.0,49000000.0,39000000.0,91000000.0,69000000.0,-24000000.0,27000000.0,11000000.0,20000000.0,6000000.0,16000000.0,6000000.0,29000000.0,3029999.97138977,8130000.11444092,14550000.1907349,-17309999.4659424,-3789999.96185303,35979999.5422363,50509998.3215332,57130001.0681152,96839996.3378906,84870002.746582,52060001.373291,48119998.9318848,62799999.237060495,82819999.6948242,57700000.762939505,71940002.44140631,78169998.1689453,60450000.762939505,91069999.6948242,109889999.38964799,117839996.337891,72199996.9482422,68010002.1362305,132339996.337891,0.0
1075,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529999.971389771,90000.0035762787,9999.99977648258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19999.9995529652,19999.9995529652,19999.9995529652,0.0,0.0,0.0,0.0,0.0
1076,"Net bilateral aid flows from DAC donors, Norway (current US$)",699999.988079071,899999.976158142,889999.985694885,879999.995231628,819999.992847443,1370000.00476837,1950000.04768372,1080000.04291534,1720000.02861023,1120000.00476837,2589999.91416931,4820000.17166138,5849999.90463257,8050000.19073486,7820000.17166138,8920000.07629395,9630000.11444092,15239999.7711182,21219999.3133545,22049999.237060502,22360000.6103516,19680000.3051758,20950000.762939498,20389999.3896484,19399999.6185303,23399999.6185303,24799999.237060502,30399999.6185303,27770000.4577637,24940000.5340576,25030000.6866455,21260000.2288818,19879999.1607666,13729999.5422363,12489999.7711182,8199999.80926514,13390000.3433228,13810000.4196167,11050000.1907349,9850000.38146973,8029999.73297119,11600000.3814697,8460000.03814697,8109999.65667725,13199999.8092651,28690000.5340576,18250000.0,32669998.168945298,34880001.0681152,16079999.923706101,23989999.7711182,29350000.3814697,37139999.3896484,34369998.9318848,23709999.084472697,17079999.9237061,17649999.6185303,18180000.3051758,10250000.0,13699999.8092651,9369999.88555908,10619999.8855591,0.0
1077,"Net bilateral aid flows from DAC donors, Japan (current US$)",16200000.7629395,23229999.5422363,8659999.84741211,32470001.220703095,35459999.0844727,53229999.5422363,49450000.762939505,40270000.4577637,78269996.6430664,33889999.3896484,32729999.5422363,33540000.915527303,26670000.0762939,68980003.3569336,64750000.0,46610000.6103516,79440002.44140631,28790000.915527303,44759998.3215332,42189998.626709,37409999.8474121,4039999.96185303,41090000.1525879,129529998.779297,21610000.6103516,21909999.8474121,226699996.94824198,303929992.675781,179460006.71386698,257239990.234375,87260002.1362305,891049987.792969,425200012.207031,295940002.441406,886520019.53125,506420013.42773396,579270019.53125,491799987.792969,504950012.207031,634020019.53125,368160003.66210896,528869995.117188,493640014.64843804,325790008.544922,-82050003.0517578,71459999.0844727,29530000.6866455,99889999.3896484,599809997.558594,517010009.765625,981140014.648438,801960021.972656,704650024.414063,662340026.855469,704809997.558594,867650024.414063,1007780029.29688,1554630004.88281,1375400024.41406,1794770019.53125,691820007.324219,2387270019.53125,0.0
1078,"Net bilateral aid flows from DAC donors, Hungary (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.99977648258,19999.9995529652,319999.99284744303,170000.00178813902,159999.99642372102,829999.983310699,70000.0002980232,39999.9991059303,1509999.9904632599,1070000.05245209,1240000.0095367401,3569999.9332428,4000000.0,3789999.96185303,4219999.79019165,0.0
1079,"Net bilateral aid flows from DAC donors, Finland (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720000.028610229,219999.998807907,0.0,9999.99977648258,9999.99977648258,19999.9995529652,9999.99977648258,0.0,29999.999329447703,0.0,70000.0002980232,219999.998807907,150000.005960464,629999.995231628,430000.00715255697,689999.997615814,920000.016689301,1200000.04768372,1190000.0572204601,2980000.01907349,3700000.04768372,5630000.11444092,2240000.00953674,2039999.96185303,1710000.03814697,1139999.98569489,1039999.96185303,1360000.01430511,-319999.99284744303,1080000.04291534,2079999.9237060498,2539999.96185303,2420000.07629395,-3369999.8855590797,5780000.20980835,3910000.08583069,3990000.00953674,4320000.17166138,7730000.01907349,6119999.88555908,1360000.01430511,4400000.09536743,4340000.15258789,5369999.88555908,1330000.04291534,2160000.08583069,1600000.02384186,2150000.09536743,959999.978542328,1850000.02384186,3769999.98092651,0.0
1080,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309999.9427795399,219999.998807907,170000.00178813902,219999.998807907,119999.997317791,180000.00715255702,109999.999403954,59999.9986588955,50000.0007450581,19999.9995529652,19999.9995529652,0.0,9999.99977648258,140000.000596046,119999.997317791,90000.0035762787,189999.99761581398,0.0
1081,"Net bilateral aid flows from DAC donors, Belgium (current US$)",0.0,0.0,0.0,0.0,0.0,0.0,59999.9986588955,1610000.01430511,2569999.9332428,4590000.15258789,1100000.02384186,7820000.17166138,5050000.19073486,6440000.05722046,7070000.17166138,9420000.07629395,699999.988079071,10659999.8474121,12270000.4577637,24510000.2288818,490000.009536743,19260000.2288818,-479999.989271164,6230000.01907349,5389999.8664856,-790000.021457672,-1700000.04768372,-1870000.00476837,-2660000.08583069,-2710000.03814697,4300000.19073486,-3700000.04768372,-3329999.92370605,4639999.8664856,-2230000.01907349,-3150000.09536743,-4530000.20980835,-3329999.92370605,-2960000.03814697,-2250000.0,-1320000.05245209,5559999.94277954,-5059999.94277954,3819999.9332428,-19940000.5340576,689999.997615814,4519999.98092651,5309999.94277954,17520000.4577637,12060000.4196167,7170000.07629395,5369999.88555908,7119999.88555908,4099999.90463257,2990000.00953674,2910000.08583069,2119999.8855590797,1299999.95231628,1639999.98569489,1139999.98569489,2259999.99046326,1610000.01430511,0.0
1082,"Stocks traded, total value (% of GDP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.48950054872635,51.11711844509858,38.24012635126323,46.53351538885062,53.16761313335358,57.7437490066737,67.74824960874786,89.61788942288177,86.51763383718237,78.30256759135857,63.313376821627934,40.6275403391879,34.877781318060244,30.75279151563987,37.34122794757352,38.13432640943286,35.22512497720293,45.43918144801587,47.93729008658886,45.33755236185451,72.81481120201747,0.0,0.0
1083,Market capitalization of listed domestic companies (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225648371926.192,148771635310.213,172185662293.275,308994959404.34,415544312810.501,624739583185.705,895269881903.849,1961859187266.62,791308008892.428,1367309893276.08,1762461862598.93,1244598654109.59,1390416295254.81,1265063578240.64,1686708487024.67,1745169237451.33,1746297399289.67,2555988798537.81,2282310517005.61,2286924470604.82,2595465587044.53,0.0,0.0
1084,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5698928833008,0.0,35.8288764953613,0.0,32.4468078613281,0.0,25.3968257904053,29.6296291351318,29.0640392303467,34.1463432312012,37.5609741210938,31.5533981323242,33.980583190918,28.2296657562256,28.0952377319336,23.222749710083,27.488151550293,26.5402851104736,29.8076915740967,31.25,33.6538467407227,40.3846168518066,40.8653831481934,34.1346168518066,33.1730766296387,32.211540222168,0.0
1085,"Personal remittances, received (% of GDP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43655071549453073,0.6253519694949664,0.7691511185418551,0.8483424819605418,0.9392790517429663,1.4796567717170794,1.189415056780644,1.304169157228124,1.2187552839906806,1.0816251991917947,1.061972667710853,0.8996100702838162,0.9552306456842318,0.7806394884538698,0.8829301120264822,0.7426466509623664,1.217713560241499,1.0053242335556472,1.2613115009104516,1.7895298734658238,1.7272575019252487,2.2310419054065855,2.4841958966892403,2.2497379086909652,2.4245391928562183,2.7505561935322476,2.940216905878078,3.0558509662071636,3.4555168133924465,2.644069149857705,2.696926601170961,3.013384131088642,3.058735957873532,4.168611159400959,3.666767374446979,3.19166061634996,3.428266515513815,3.7655451281149763,3.7684898376758036,3.4519017742833924,3.2758164611051166,2.7342011994557733,2.601087872342576,2.9149915619968336,2.938774670702704,3.112341534146378,2.8370300710090137,3.285637268174929
1086,"Portfolio equity, net inflows (BoP, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4636519.76260126,283578511.925303,1369117146.34888,5491125009.34367,1590475624.44347,3958322333.92789,2555657283.56722,-601151966.912636,2317070162.80831,2481311864.4947,2949583338.55138,1063391576.38029,8216187274.33701,9053979533.38134,12151206547.739,9509114657.71346,32862817217.0827,-15030005084.7088,24688929527.5496,30442226311.2953,-4048294106.03908,22809104593.4462,19891607286.6922,12369281294.9454,1932581388.28165,2336743636.48134,5928064111.04438,-4361005877.37179,13768516396.8703,24854054527.0627,5223337684.68153,-16572089325.951
1087,"Transport services (% of service exports, BoP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.51545717259359,31.96205466181143,25.99737114230229,20.98896385196659,18.819030738153227,15.018965531589643,16.294683495778482,15.14759955052902,13.277254062050817,15.406816572869147,15.226223505280966,16.519369507413202,18.865210621517107,22.8018604762969,20.530638921313212,20.744790297095182,19.799353937430634,20.981187888777157,24.32283553100026,28.389709250883705,27.904134429832144,27.474033371286545,21.317115424980255,15.16570422929256,12.708193072217144,13.653582514993087,15.008944902827476,14.698645022451887,14.668789453681597,12.913206269808816,12.528118340725214,12.459065499397857,11.797192973569663,12.07333687647851,12.092303628439566,11.339639628373883,12.77827390620806,12.030078087525165,11.340392986222042,11.83051351894183,9.16252708297244,9.378095792042346,9.163354894425055,9.269820739771887,9.836687318133283,10.23455258514824,12.192285718903983,12.132783057115606
1088,"Goods exports (BoP, current US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666099650.11734,5410356406.96001,6249084080.69098,6517736182.71147,7597036165.3426,8303140035.18869,8437352246.94923,9226332695.77027,9769874984.70398,10191575182.5532,9465033878.33395,10248046787.9495,11884034801.0492,13509794583.1496,16143880745.9945,18286186694.1932,18094877655.5263,20019380807.3115,22015873054.1079,25522526247.8387,31238525605.8308,33737287502.5263,35702052076.1125,34075707693.1442,36877276368.8489,43246625499.6013,44793193848.5628,51141118293.6083,60893318399.369,77921854645.6255,102403079760.161,123876214466.49,153529580289.601,199065097558.44,167957671240.179,230967060094.886,307847488405.908,298320584199.861,319109794565.316,328386908293.941,272352729600.0,268614705000.0,304106898883.26,332086853293.32,331271580797.1,281545477868.04,402424358111.46,458342525387.665
1089,"Communications, computer, etc. (% of service exports, BoP)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.572508384603694,38.687847055610916,32.67932165946091,34.44782786708826,36.94588899153351,31.507783835588672,36.65231845162149,42.97546911592925,49.846551023172665,60.50590675771831,57.01060801818255,46.2385554438316,39.639506476972855,38.209611295085296,41.82906133772099,42.893799560315195,40.64726280507385,29.456815743286214,30.63259792823286,31.573811761563913,31.478337153482194,30.511145067661193,44.45170010961571,57.64597097726526,64.9084380945244,62.415658656027404,63.15243609776754,64.59941284174946,63.420394390932074,67.78727622947834,69.1178381735064,70.10995520324896,70.16296110180379,71.25224061272938,70.3949635383185,65.90241992247702,63.337638328677095,67.70741004776914,69.76817675894794,68.38519099256204,69.90334748245489,70.03285168168736,64.55392688829463,63.59163624591038,67.91853822532563,75.85231129395177,76.04892558717212,74.45272806360366
